gym_name,address,phone_number
Philadelphia Rock Gym Wyncote,"827 Glenside Avenue Wyncote, Pennsylvania 19095",8778227673
Pocono Rocks,"1428 Pocono Blvd, Mount Pocono, Pennsylvania 18344",5705804100
PRG Valley,"255 S. Mount Airy Rd, Coatesville, Pennsylvania 19320",6104669408
Reach Rock Climbing Gym and Fitness Center,"401 E 4Th St Bridgeport, Pennsylvania 19405",4847047612
Reading Rocks,"550 George Street, Reading, Pennsylvania, 19605",6103746007
Refreshing Mountain Camp,"455 Camp Road, Stevens, Pennsylvania 17578",7177381490
REI,"412 S. 27Th Street, Pittsburgh, Pennsylvania 15203 (Southside)",4124889410
Seven Springs Alpine Tower and High Ropes Course,"777 Waterwheel Dr, Seven Springs, Pennsylvania 15622",8004522223
Spooky Nook Sports - Nook Climbing Gym,2913 Spooky Nook Rd. Manheim Pennsylvania 17545,7179457087
State College YMCA Rock Climbing Wall,"677 W. Whitehall Road, State College, Pennsylvania 16801",8142377717
The Adventure Center at Skytop Lodge,"One Skytop Lodge Road, Skytop, Pennsylvania 18357",5705958988
The Big Gray Rock,"Lock Haven Ymca 145 East Water Street, Lock Haven Pennsylvania 17745",5707486727
The Climbing Wall Inc.,"7501 Penn Avenue, Pittsburgh, Pennsylvania 15208",4122477334
The Crag at Clark’s Summit University,"538 Venard Rd, South Abington Township, Pennsylvania 18411",5705859181
The Facktory,"207 Chestnut Street, Liverpool, Pennsylvania 17045",7174447751
The Goat Fort Indoor Climbing,"20 Clark St., Suite C, Warren, Pennsylvania 16365",8147791093
Tufas Boulder Lounge,"1614 N. 5Th St., Philadelphia, Pennsylvania 19122",2153603999
University of Pittsburgh climbing wall,"Trees Hall, 140 Aliquippa St., Pittsburgh, Pennsylvania 15227",
Vertical Extreme,"462 Acorn Lane, Downingtown, Pennsylvania 19335",6108739620
Vertical Reality Climbing Wall at Dynamats Gymnastics Center,"1310 Commerce Park Drive, Williamsport, Pennsylvania 17701",5703262868
Warehouse Rocks,"301 Pleasant St, Abbottstown, Pennsylvania 17301",4438415905
Wilkes Barre Rock Climbing Gym Incorporated,"102-104 S. Main Ave., Wilkes Barre, Pennsylvania 18701",5708247633
Central Rock Gym (Warwick),"275 W Natick Rd Warwick, Rhode Island 02886",4018895452
Ocean State Rock Climbing,"3 New England Way, Lincoln, Rhode Island 02865",4013331531
Rock Spot Climbing - Lincoln,"100 Higginson Ave, Lincoln, Rhode Island 02865",4017271704
Rock Spot Climbing - Peace Dale,"1174 Kingstown Rd, South Kingstown, Rhode Island 02879",4017897768
Rock Spot Climbing - Providence,"42 Rice St, Providence, Rhode Island 02907",4012172772
Blochaven,"701 Easley Bridge Rd Unit 6020, Greenville, South Carolina 29611",8644053003
Capital Climbing,"901 State St, Cayce South Carolina, 29033",8037081400
Climb@Blue Ridge,"301 Bulls Road , Taylors, South Carolina 29687",8648951416
Coastal Climbing,"King St, Charleston, South Carolina 29403",8438174283
Glendale Outdoor Leadership School,"270 Wheeling Circle, Glendale, South Carolina 29346",8645290259
Goose Creek Community Center Climbing Wall,"519-A N. Goose Creek Blvd, Goose Creek, South Carolina 29445",8435694242
Greenwood Family YMCA,"1760 Calhoun Rd., Greenwood, South Carolina 29649",8642239622
projectROCK Easley,"2121 Farrs Bridge Rd, Easley, South Carolina 29640",8643079152
The Climbing Wall,"871 Riverland Drive, Charleston, South Carolina 29412",8437954386
"Trailhead Climbing & Outdoor Center, LLC","505 Camson Rd, Anderson, South Carolina 29625",8649405600
Athletic Club,"7800 Albertta Dr, Rapid City, South Dakota 57702",6053430744
Black Hills Basecamp,"2461 Seger Dr, Rapid City, South Dakota 57701",
Climberz,"1207 N Carla Ave, Tea, South Dakota 57064",6059294492
Frontier Climbing,"5045 Grant St, Sioux Falls, South Dakota 57110",6053054500
Rapid City YMCA,"815 Kansas City St, Rapid City, South Dakota 57701",6057189622
SDSU Wellness Center,"1440 N. Campus Drive, Brookings, South Dakota 57007",6056979355
USD Wellness Center,"1031 N. University Street, Vermillion, South Dakota 57069",6056778803
504 Climb,"504 S Main St. Springfield, Tennessee 37172",6159488719
Appalachian Bouldering Center,"1225 Volunteer Parkway Bristol, Tennessee 37620",4237974477
Austin Peay State University (Foy Fitness Center),"451 Marion St, Clarksville, Tennessee 37040",9312217564
Belmont University,"1900 Belmont Blvd, Nashville, Tennessee 37212",6154606245
CHA Activity Center,"261 Yvonne Ave. Crossville, Tennessee 38555",
Climb Kraft,"Climb Kraft 2926 Kraft Drive Nashville, Tennessee 37204",6152340404
Climb Murfreesboro,"1660 Memorial Blvd, Murfreesboro, Tennessee 37130",6152808460
Climb Nashville - West,"3600 Charlotte Ave, Nashville, Tennessee 37209",6154637625
Climb Nashville East,"1900 Eastland Ave #104, Nashville, Tennessee 37206",6156102200
Climbing Wall: East Tennessee State University,"Center For Physical Activity, Box 70585, Johnson City, Tennessee 37614",4234397980
ClimBRIDGES - BRIDGES Center,"477 North 5Th Street,, Memphis, Tennessee 38105",9012603775
High Point Climbing & Fitness Cleveland,"2499 Keith St Nw, Cleveland, Tennessee 37311",4232508023
High Point Climbing and Fitness,"219 Broad Street, Chattanooga, Tennessee 37402",423–602–76
High Point Climbing and Fitness - Memphis,"21 North Humphrey'S Blvd. Memphis, Tennessee 38120",9012036122
High Point Climbing and Fitness - Riverside,"1007 Appling Street, Chattanooga, Tennessee",4234756578
Life Time Fitness - Collierville,"3470 Houston Levee Road, Collierville, Tennessee 38139",9018539393
Memphis Rox,"879 E Mclemore Ave Memphis, Tennessee 38106",9014016104
Middle Tennessee State University,"1848 Blue Raider Drive, Murfreesboro, Tennessee 37132",6158982104
Onsight Rock Gym,"5335 Western Avenue, Knoxville, Tennessee 37921",8658889123
River Sport Climbing Center,"2918 Sutherland Avenue, Knoxville, Tennessee 37919",8656734687
Synergy Climbing and Ninja,"427 E Main St, Chattanooga, Tennessee 37408",4232062800
Tennessee Technological University,"246 Wings Up Way, Cookeville, Tennessee 38505",9313726331
The Ascent,"The Ascent, 831 Park Ave., Murfreesboro, Tennessee 37128",6157966545
The Crag - Franklin,"1850 General George Patton Dr Suite D Franklin, Tennessee 37067",6159222772
The Crag at Cool Springs,"121 Seaboard Lane, Ste. #10, Franklin, Tennessee 37067",6156619444
The Crag-South Nashville,"15115 Old Hickory Blvd Suite C, Nashville, Tennessee 37211",6159224649
University of Tennessee,"2111 Volunteer Blvd, Knoxville, Tennessee 37916, Knoxville, Tennessee",8659741000
University of Tennessee at Chattanooga,"601 East Fifth Street; Dept.7056, Chattanooga, Tennessee 37403",4234255671
UT Health Science Center,"800 Madison Avenue, Memphis, Tennessee 38163",9014485973
Vanderbilt University,"Office Of Campus Recreation, Po Box 6033 Station B, 2600 Capers Ave, Nashville, Tennessee 37235",6153438182
arch,"5461 Mckenna Square, Amarillo, Texas 79119",8065132478
Armadillo Boulders,"1119 Camden St San Antonio, Texas 78215",2105388400
Armadillo Boulders - San Marcos,"211 S Stagecoach Trail, San Marcos, Texas 78666",5126677446
Austin Bouldering Project,"979 Springdale Rd #150, Austin, Texas 78702",5126454633
Austin Bouldering Project Westgate,"4477 S. Lamar Blvd, Austin, 78745",5126454633
Boulders Sport Climbing Center,"325 Indian Trail, Harker Heights, Texas 76548",2546909790
Canyons Rock Climbing,"7164 Technology Drive, Suite 202 Frisco, Texas 75033",2148722992
Cave Climbing Gym,"113 Executive Center Blvd El Paso, Texas 79902",9155020885
CLIMB Woodlands,"7515 Oak Bluff Dr Suite C, Magnolia, Texas 77354",8325213131
Crux Climbing Center,"121 Pickle Rd, Ste 100 Austin, Texas 78704",5129313911
Crux Climbing Center Central,"6015 Dillard Cir #B, Austin, Texas 78752",5129313911
Denia Recreation Center Climbing Wall,"1001 Parvin, Denton, Texas",9403498285
Dyno-Rock,"608 E. Front, Arlington, Texas 76011",8174613966
Elevator Rock,"400 Bridge St #4, Wichita Falls, Texas 76306",9407670620
Elzie Odom Athletic Center,"1601 N. Green Oaks Blvd, Arlington, Texas 76011",8174596434
Inspire Cypress,"16730 House Hahl Rd, Cypress, Texas 77433",2812130589
Inspire Spring,"403 E. Louetta Rd. Spring, Texas 77373",281288ROCK
Jerry D. Morris Recreation Center,"Texas A&M University, 2600 S. Neal, Commerce, Texas 75429",9034683174
Life Time Fitness- Lake Houston,"13600 Will Clayton Parkway , Humble, Texas 77346",2818124100
Main Event Entertainment - Vertical Challenge,"13301 N. Us Hwy 183, Austin, Texas 78750",5124010000
McLane Student Life Center,"Baylor University, Waco, Texas 76798",254710ROCK
Mesa Rim Austin,"1205 Sheldon Cove Austin, Texas 78753",
Momentum - Katy,"25410 Katy Mills Parkway, Katy, Texas 77494",8324379091
Momentum Silver Street,"1401 Silver Street, Houston Texas 77007",8324337211
Movement Dallas - The Hill,"8021 Walnut Hill Ln, Dallas, Texas 75231",2144473159
Movement Design District,"141 Glass St, Dallas, Texas 75207",4699415100
Movement Fort Worth,"2828 W. Lancaster Ave, Fort Worth Texas 76107",6827083359
Movement Grapevine (formerly Summit),"3105 William D Tate Ave, Grapevine, Texas 76051",8172519815
Movement Plano,"525 Talbert Dr. Plano, Texas 75093",9725990865
North Austin Rock Gym,"8300 N. Lamar Blvd Suite B-102, Austin, Texas, 78753",5124169299
Oak Point Recreation Center Climbing Wall,"6000 Jupiter Road, Plano, Texas 75074-7642",9729417540
Oso Climbing Gyms,"1330 Conant St, Dallas, Texas 75207",8446764967
Outdoor Adventure,"Campus Recreation University Of Houston, 4500 University Drive, Houston, Texas 77204-6056",7137439512
Power Spot Climbing,"2823 E Mlk Jr Blvd Suite 115, Austin, Texas 78702",5124169299
Sam Houston State University Climbing Center,"Huntsville, Texas 77341",9362943656
Sessions Climbing & Fitness,"1775 Cimarron Rialto, El Paso, Texas 79912",9153087210
Siloville Climbing Gym,"455 S. Elm St. Hico, Texas 76457",1254340073
SMU Climbing Center,"6000 Airline Dr., Rec Center, Dallas, Texas 75275",2147689917
Space City Rock Climbing Gym,"201 Hobbs Rd Ste A1, League City, Texas 77573",2813160377
St. Mary's University,"Campus Recreation, One Camino Santa Maria, San Antonio, Texas 78228",2104312097
Stephen F. Austin Climbing Wall,"1817 Wilson Dr, Nacogdoches, Texas 75962",9364683507
Stone Co. Climbing,"777 Graham Rd, College Station, Texas 77845",
Stone Moves Indoor Rock Climbing Gym,"6970 Fm 1960 Rd. W. Suite C, Houston, Texas 77069",2813970830
Summit Carrollton,"2389-B Midway Rd., Carrollton, Texas 75006",9727320307
Summit Denton,"220 West Oak Street, Denton Texas 76201",9408081107
Summit Recreational Center,"Summit Fitness & Recreation Center, 620 Fryers Creek Circle, Temple, Texas 76501",2542985348
Sun & Ski Sports,"5503 Fm1960 West, Houston, Texas 77069",
Texas A&M University Indoor Climbing Facility,"202 Recreation Center, College Station, Texas 77843",9798452042
Texas Rock Gym - Memorial,"1526 Campbell Rd, 77055, On Campbell, One Mile North Of I-10 Between Westview And Longpoint, Houston, Texas 77055",7139737625
Texas Tech Climbing Center,"Texas Tech University, Lubbock, Texas 79409",8067423351
The District,"2424 Broadway, San Antonio Texas 78215",2108459855
The Houstonian,"111 North Post Oak Lane, Houston, Texas 77024",7136802626
The North Texas Outdoor Pursuit Center,"1003 Fourth Ave., Carrolton, Texas 75006",9724460105
The Wall Indoor Rock Climbing Boerne Gymnastics Center,"Boerne Gymnastics Center, 105 Stonegate Road, Boerne, Texas 78006",8308169496
University of Northern Texas Climbing Wall,"Recreational Sports Office, Room 103, 1900 Chestnut Drive, Denton, Texas 76203",9405652275
University of Texas at Austin Climbing Wall @ Gregory Gymnasium,"2101 Speedway, Austin, Texas 78712",5124713116
University of Texas at Dallas University Recreation Climbing Wall,"800 W. Campbell Road Richardson, Texas 75080",9728832090
University of Texas at San Antonio,"Campus Recreation, One Utsa Circle, San Antonio, Texas 78249",2104586565
UTEP Climbing Gym,"3450 Sun Bowl Dr, El Paso, Texas 79902",9157475103
AlpenFit - Indoor Training for Outdoor Life,"950 Iron Horse Drive, Park City, Utah 84060",4352149255
Bouldering Project SLC,"660 S 400 W Suite 600, Salt Lake City, Utah 84101",8014411387
Climb Moab,"11850 S Hwy 191, Unit A8, Moab, Ut, 84532",4353550492
Contact Climbing,2875 E 850 N St George Utah 84790,4358793633
Contact Climbing Gym,"2875 E 850 N St, St. George, Utah 84790, États-Unis",4358793633
Dimple Dell,"10670 South 1000 East, Sandy, Utah 84094",8014951480
Double-Diamond Climbing Wall,"6400 N. Hwy 224 Suite D, Park City, Utah 84098",4356151800
Elevation Rock Gym,"1780 N 200 E, North Logan, Utah",4357993902
Fit Stop Rock Climbing Gym,"345 W. 600 S. Ste 200, Heber, Utah, 84032",4356542131
iROCK Utah,"2261 Kiesel Ave., Ogden, Utah, 84401",8013994653
Lehi Legacy Center,"123 N. Center St., Lehi, Utah",8017687124
Momentum Indoor Climbing Gym,"10600 S. 220 W., Sandy, 84070",8019906890
Momentum Lehi,"401 South 850 East, Suite C5, Lehi, Utah, 84043",8017171233
Momentum Millcreek,"3173 East 3300 South, Salt Lake City, Utah, 84109",8019062132
Salt Lake Bouldering Project,"660 S 400 W Suite 600, Salt Lake City, Utah 84101",8014411387
SUU Climbing Gym,"351 W Center St, Cedar City, Utah 84720",4355867700
Taylorsville Rec Center,"4948 2700 W, Taylorsville, Utah 84129",3854681732
Technical Training Center,"1352 Village Dr. Dept 3301, Ogden, Utah 84408-3301",8016267904
The Front Climbing Club,"225 20Th St., Ogden, Utah 84401",8013937625
The Front Climbing Club,"1450 S 400W, Salt Lake City, Utah 84115",8014667625
The Front Climbing Club - South Main,"4140 South Main St., Utah",8014667625
The Project,"800 W University Pkwy Orem, Utah 84058",8018637052
The Quarry,"2494 N University Parkway, Provo, Utah 84604",8014180266
The Scratch Pad,"450 S. 400 E. Bountiful, Utah 84010",8014005610
The Summit,"George S. Eccles Student Life Center 1836 Student Life Way Slc, Utah 84112",8015818898
Uintah Recreation Community Center,"610 S. Vernal Ave. , Vernal, Utah 84078",4357810982
Ultimate Sports Arena,"3985 N. 75 W. Hyde Park, Logan, Utah 84318",
Washington City Community Center,"350 N Community Center Dr, Washington, Utah 84780",4356566360
West Valley Family Fitness Center climbing wall,"5415 W. 3100 S., West Valley City, Utah 84120",8019554000
BrattCave,"74 Cotton Mill Hill Suite #252 Brattleboro, Vermont 05301",
Castleton State College Rock Gym,"Csc Fitness Center, Castleton, Vermont 05735",
Green Mountain Rock Climbing Center,"223 Woodstock Ave, Rutland, Vermont 05701",8027733343
Green Mountain Rock Climbing Center - Quechee,"68 East Woodstock Rd. Hartland, Vermont 05073",8024577090
MetroRock Burlington,"6 Susie Wilson Road Essex, Vermont 05452",8028784500
Motio Rec.,"6 Park Street, Randolph, Vermont 05060",8025658356
Petra Cliffs Climbing Center,"105 Briggs St., Burlington, Vermont 05401-5310",8026573872
Valley Rock Gym,"Sugarbush Health & Racquet Club, 1840 Sugarbush Access Rd., Warren, Vermont 05674",8025836700
Burke Gym Climbing Wall,"6001 Burke Commons Road, Burke, Virginia 22015",7032501299
Charlotte Fox Climbing Wall at Hollins University,"Hollins University, Roanoke, Virginia 24020",5403626456
Clington Climbing Inc.,"Tazewell Industrial Park, Off Highway 460, Tazewell, Virginia",
Corps Physical Training Facility,"329 N Main St, Lexington, Virginia 24450",
Crimper's Climbing Gym,"100 Central Ave. Christiansburg, Virginia 24073",5402513040
Dulles South Rec Center,N/A,N/A
Eastern Mennonite University,"1200 Park Rd., Harrisonburg, Virginia 22802",5404324439
Evolution Boulders,"10371 Central Park Drive, Manassas, Virginia 20110",5712299230
Latitude Climbing and Fitness,"4554 Virginia Beach Blvd Suite 970, Virginia Beach, Virginia 23462",7573471441
Latitude Climbing and Fitness,"1830 Lindsay Ave. Norfolk, Virginia 23504",7573471441
Lattitude Climbing - Hampton,"2021 Executive Drive Hampton, Virginia 23666",7573471441
Lifetime Fitness Climbing Wall,"5900 Trinity Parkway, Centreville, Virginia 20121",7032666200
Lifetime Fitness Climbing Wall,"44610 Prentice Drive, Sterling, Virginia 20166",7034330256
Longwood University Climbing Wall,"201 High Street, Farmville, Virginia 23909",4343952488
Movement Crystal City,"1235 S Clark St, Arlington, Virginia 22202",7033402700
Old Dominion University Rockwall,"1207 Student Rec Center, 4700 Powhatan Ave., Ste. 1207 Norfolk, Virginia 23529",7576833384
Peak Experiences - Richmond,"1375 Overbrook Rd, Richmond, Virginia 23220",8046552628
Peak Experiences Midlothian,"11421 Polo Circle, Midlothian, Virginia 23231",8048976800
Radford University Climbing Wall,"East Main St., Radford, Virginia 24142",5408315369
Rapp Rocks Climbing Gym,"11050 Pierson Dr Suite 103, Fredericksburg, Virginia 22408",5403767355
Recreation Center,"James Madison University, Harrisonburg, Virginia 22807",5405688737
Rise Up Climbing,"1225 Church St, Lynchburg, Virginia 24504",4348457625
River Rock Climbing,"806 Wasena Ave Sw Suite 100, Roanoke, Virginia 24015",5406852360
Rocky Top Climbing,"1729 Allied St., Charlottesville, Virginia",4349841626
Send It Climbing,"7405 Sewells Point Rd, Norfolk, Virginia 23513",7579041940
Sportrock Climbing - Alexandria,"5308 Eisenhower Ave., Alexandria, Virginia 22304",7032127625
Sportrock Climbing - Sterling,"45935 Maries Road, Sterling, Virginia 20166",5714347625
Sportsplex LFCC Rock Climbing Wall,"221 Commonwealth Ct, Winchester, Virginia 22602",5408682200
State Climb LLC,"115 E Locust St, Culpeper, Virginia 22701",5403177100
The College of William & Mary Climbing Wall,"Compton & Brooks Streets, Williamsburg, Virginia 23187",7572213310
The Rock Wall,"Claude Moore Rec Center, 46105 Loudoun Park Lane, Sterling, Virginia 20164",5712583600
Triangle Rock Club - Richmond,"4700 Thalbro Street, Richmond, Virginia 23230",8042153200
VCU Cary Street Gym,"101 S. Linden St., Richmond, Virginia 23284",8048271100
Vertical Rock Climbing and Fitness - Tysons Corner,"8461D Leesburg Pike, Tysons, Virginia 22182",8558225462
Vertical Rock Climbing Center,"10225 Nokesville Rd, Manassas, Virginia 20110",8558225462
Virginia Wesleyan College Climbing Wall,"1584 Wesleyan Dr., Norfolk, Virginia 23502",7574553200
Wytheville Community Center,"333 Community Blvd., Wytheville, Virginia 24382",2762233378
Bloc Yard Bouldering Gym,"233 E Lyons Ave, Spokane, Washington 99208",5098227604
Burton Adventure Recreation Center,"10500 Sw 228Th Street, Vashon, Washington 98070",
Cirque Climbing,"8276 28Th Ct. Ne, Lacey, Washington 98516",3609158614
Climb Tacoma,"102 South 24Th St, Tacoma, Washington 98402",2536834791
Climb Tacoma,"102 South 24Th Street, Tacoma, Washington 98402",2536834791
Collective Bouldering Wall,"400 Dexter Avenue North, Seattle, Washington 98109",2062477190
Crags Climbing Center at UW,"University Of Washington, 3924 Montlake Ave Ne, Seattle, Washington 98195",2066167229
Edgeworks Bellevue,"15600 Ne 8Th St, Bellevue, Washington 98008",4256442445
Edgeworks Climbing wall,"6102 North 9Th Street, Suite 200, Tacoma, Washington 98406",2535644899
Edgeworks Seattle,"2839 Nw Market St., Seattle, Washington 98107",2067819828
EWU Climbing Wall,"150 University Rec Center, Cheney, Washington 99004",5093594015
Federal Way Community Center,"876 S. 333Rd St., Federal Way, Washington 98003",2538356900
Firstenburg Community Center,"700 N.E. 136Th Ave., Vancouver, Washington 98684",3604877001
Half Moon Bouldering,"124 N 85Th St, Seattle, Washington 98103",
High Steppe Climbing Center,"1015 E Lincoln Ave, Yakima, Washington 98901",5092259011
Island Rock Gym,"9437 Coppertop Loop Ne Bainbridge Island, Washington 98110",2064514020
Jim Parsley Community Center Wall,"2901 Falk Road, Vancouver, Washington 98661",3603131060
Marymoor Park Outdoor Climbing Wall,"6046 W Lake Sammamish Parkway Ne, Washington",
Momentum Indoor Climbing: SODO,"2759 1St Ave S, Seattle, Washington 98134",2065881510
North Coast Gymnastics Academy Rock Wall,"1710 Express Drive, Bellingham, Washington 98229",3607336969
REI - Seattle Flagship Store,"222 Yale Ave. North, Seattle, Washington 98109-5429, (206) 223-1944",8888731938
Riverfront Rock Gym,"1319 Walla Walla Ave., Wenatchee, Washington 98801",5098882427
Riverstone Climbing Gym,"1625 S Walnut, Unit D, Burlington, Washington 98233",3606107474
Rock Shop,"1965 Fowler Street, Richland, Washington 99352",5096190075
Seattle Bouldering Project,"900 Poplar Pl S, Seattle, Washington 98144",2062992300
Seattle Bouldering Project - Fremont,"3535 Interlake Ave North, Seatle, Washington 98103",2062992300
Seattle Bouldering Project Upper Walls,"3625 Interlake Ave N, Seattle, Washington 98103",2065358077
Seattle Magnusson Park Wall @ Mountaineers Club House,"7700 Sand Point Way Ne, Seattle, Washington 98115",
Source Climbing Center,"1118 Main St, Vancouver, Washington 98660",3606949096
South Bellevue Community Center at Eastgate Park,"14509 Se Newport Way, Bellevue, Washington 98009",4254524240
Student Recreation Center Rock Climbing Wall,"Central Washington University, Ellensburg, Washington 98926",5099633536
Summit Everett,"2820 Rucker Ave, Everett, Washington 98201",4253490131
The Barn,"1833 Sw 114Th St, Seattle, Washington, 98146",
The Centre at Norpoint,"4818 Nassau Ave Ne, Tacoma , Washington 98422",2535915504
The ROCK at Tri-City Court Club,"1350 N. Grant Street, Kennewick, Washington 99336",5097835465
Uplift Climbing,"17229 15Th Ave Ne, Shoreline, Washington 98155",2063386868
Vertical World,"2123 West Elmore St., Seattle, Washington 98199",2062834497
Vertical World North,"12300 Beverly Park Rd, Lynnwood, Washington 98087",4256099020
Vital Climbing Gym,"1421 N State St, Bellingham, Washington 98225",1360399624
Washington State University,"Outdoor Recreation Program, Pullman, Washington 99164",5093358732
Western Washington University Climbing wall,"516 High Street Bellingham, Washington 98225",3606503000
Whatcom Family YMCA Climbing Wall,"1256 N. State St., Bellingham, Washington 98225",3607338630
"Wild Walls, Inc.","202 W. 2Nd Ave, Spokane, Washington 99201",5094559596
Cairo Outdoors,"281 Main St Cairo, West Virginia 26337",3046284174
Climbing New Heights,"54 Gm Access Rd. Suites A&B, Martinsburg, West Virginia 25403",3042836050
Energy Rock Gym,"269 Graham Dr. Charleston, West Virginia 25302",3049518999
Marshall University Recreation Center,"402 Thundering Herd Dr, Huntington, West Virginia 25755",3046966477
Outside In Climbing Gym,"1818 Harper Rd, Beckley, West Virginia 25801",3042537242
Passages to Adventure,"Post Office Box 71, Fayetteville, West Virginia 25840",1800634378
Tucker Boulder Park,"Appalachian Highway, Davis, West Virginia 26260",3044782930
West Virginia University Student Recreation Center,"2001 Rec. Center Dr, Morgantown West Virginia 26506",3042937529
Adventure Rock,"2220 N Commerce St, Milwaukee, Wisconsin 53212",2627906800
Adventure Rock - Brookfield,"21250 W. Capitol Dr., Pewaukee, Wisconsin 53072",2627906800
Adventure Rock - Milwaukee,"2220 N Commerce St, Milwaukee, Wisconsin 53212",2627906800
Adventure Rock - Walker's Point,"613 S 2Nd St, Milwaukee, Wisconsin 53204",2627908600
Boulders Climbing Gym - Downtown,"29 S Carroll St, Madison, Wisconsin 53703",6086404646
Boulders Climbing Gym - East,"3964 Commercial Avenue, Madison, Wisconsin 53714",6082448100
Carthage College Climbing Wall,"N.E. Tarble Athletic And Recreation Center, 2001 Alford Park Drive, Kenosha, Wisconsin 53140",
CLIMB @ the Loop,"488 Milwaukee Ave, Burlington, Wisconsin 53105",2627160042
Fond du Lac Climbing Club,"401 S National Ave, Fond Du Lac, Wisconsin 54935",9202638742
Grand Geneva Resort & Spa,"7036 Grand Geneva Way, Lake Geneva, Wisconsin 53147",1800558341
Gravity Trails,"1041 Coutny Rd. Zz, Ellison Bay, Wisconsin 54210",9208549292
Greenheck Field House,"6400 Alderson Street Weston, Wi. 54476",7153596563
Health Enhancement Center (UW Stevens Point),"2050 Fourth Avenue, University Of Wisconsin, Stevens Point, Wisconsin 54481",
Iola-Scandinavia Community Fitness & Aquatic Center,"445 S. Jackson St., Iola, Wisconsin 54945",
Kenosha YMCA - Callahan Family Branch,"7101 53Rd Street, Kenosha, Wisconsin 53144",2626549622
Milwaukee Turner's Rock Climbing,"1034 Vel R Phillips Avenue Milwaukee, Wisconsin 53203",4142731826
Odyssey Climbing + Fitness,"686 Mike Mccarthy Way, Ashwaubenon, Wisconsin 54304",4144056685
Summit Strength and Fitness,"3118 Kingsley Way, Madison, Wisconsin 53713",6085158385
University of Wisconsin - Madison,"1976 Observatory Drive Madison, Wisconsin 53706",6082628244
University of Wisconsin-Eau Claire Wall (McPhee Center),"University Recreation & Sport Facilities, 105 Hilltop Center, Eau Claire, Wisconsin 54701",7158363377
University of Wisconsin-Green Bay Climbing Tower,"2358 Leon Bond Dr, Green Bay, Wisconsin 54311",9204652931
University of Wisconsin-La Crosse Wall (Recreational Eagle Center),"1601 Badger St, Louisiana Crosse, Louisiana Crosse, Wisconsin 54601",6087855225
University of Wisconsin-Oshkosh (Student Rec and Wellness Center),"735 Pearl Ave, Oshkosh, Wisconsin 54901",9204241245
University of Wisconsin-River Falls (Falcon Center),"185 Emogene Nelson Ave, River Falls, Wisconsin 54022",7154254289
University of Wisconsin-Steven's Point (Health Enhancement Center),"2050 4Th Ave, Stevens Point, Wisconsin 54481",7153462501
"University of Wisconsin-Stout Climbing wall, Stout Adventures","56 Sports & Fitness Center, 220 13Th Ave East, Menomonie, Wisconsin 54751",7152325625
University of Wisconsin-Superior (Marcovich Wellness Center),"1810 Catlin Ave, Superior, Wisconsin 54880",7153954610
Urban Ecology Center,"Riverside Park, 1500 E. Park Place, Milwaukee, Wisconsin 53211",4149648505
Woodson YMCA Climbing Wall,"707 Third Street, Wausau, Wisconsin",7158452177
YMCA at Pabst Farms,"1750 E Valley Rd, Oconomowoc, Wisconsin, 53066",2625677251
5150 Rock Gym,"408 N. Beverly St. Casper, Wyoming 82601",3073372166
Backyard Bouldering Gym,"825A Renshaw, Laramie, Wyoming 82072",3077429131
Campbell County Recreation Center,"250 Shoshone Ave., Gillette, Wyoming 82718",3076827406
Club Energize,"2701 S. Douglas Highway, Gillette, Wyoming 82718",3076867627
Elemental Training Center,"205 Lincoln St, Lander, Wyoming 82520",3073320480
Fall Hall,"110 E Plaza Francis E. Warren Afb, Wyoming 82005",3077733510
Gottsche Glyphs,"148 E. Arapahoe, Thermopolis, Wyoming 82443",3078642913
Pinedale Aquatic Center,"535 N. Tyler Ave., Pinedale, Wyoming 82941",3073672832
Source Bouldering Gym,"1379 N Cedar St #103, Laramie, Wyoming 82072",3076404538
The Rock,"Rock Springs Civic Center, 410 N Street, Rock Springs, Wyoming 82901",3073521420
